,Open,High,Low,Close,Adj Close,Volume
2021-09-08 13:30:00-04:00,22.2549991607666,22.309999465942383,22.209999084472656,22.229999542236328,22.229999542236328,361955
2021-09-08 14:30:00-04:00,22.225000381469727,22.239999771118164,22.1299991607666,22.184999465942383,22.184999465942383,376931
2021-09-08 15:30:00-04:00,22.184999465942383,22.229999542236328,22.139999389648438,22.200000762939453,22.200000762939453,655901
2021-09-10 09:30:00-04:00,23.229999542236328,23.520000457763672,23.030000686645508,23.049999237060547,23.049999237060547,994585
2021-09-10 10:30:00-04:00,23.05419921875,23.15999984741211,22.889999389648438,23.100000381469727,23.100000381469727,877314
2021-09-10 11:30:00-04:00,23.104999542236328,23.229999542236328,23.04010009765625,23.209999084472656,23.209999084472656,415969
2021-09-10 12:30:00-04:00,23.200000762939453,23.290000915527344,23.1299991607666,23.189899444580078,23.189899444580078,365831
2021-09-10 13:30:00-04:00,23.190000534057617,23.270000457763672,23.15999984741211,23.15999984741211,23.15999984741211,322552
2021-09-10 14:30:00-04:00,23.15999984741211,23.167499542236328,23.030000686645508,23.034400939941406,23.034400939941406,696087
2021-09-10 15:30:00-04:00,23.040000915527344,23.047500610351562,22.850000381469727,22.8700008392334,22.8700008392334,904819
